Molecule_name,Bioavailability,ACD_logS_Intrinsic,ACD_LogP,ACD_MW,ACD_PSA,ACD_FRB,ACD_Rule_Of_5,ACD_LogD_3,ACD_LogD_4,Num_H_Donors,Num_H_Acceptors,Num_H_total,Molecular_Volume,Molecular_SurfaceArea,RadOfGyration,ACD_LogD_2**2,ACD_LogD_3**2,ACD_MW**2,canonical_smiles
Terazosin,90,-2.0799999,-1.88,387.42999,103.04,4,0,-2.1500001,-1.9299999,1,8,9,259.64999,379.73001,5.2822819,8.1795998,4.6225004,150102,COc1cc2c(cc1OC)nc(nc2N)N3CCN(CC3)C(=O)[C@@H]4CCCO4
Etodolac,90,-2.49,1.89,319.35001,95.860001,5,0,-2.1600001,-2.76,3,6,9,210.25,302.39999,3.647233,0.53290004,4.6656003,101984.43,CCc1cccc2c1N[C@@H]3[C@@H]2CCOC3(CC(=O)O)CC(=O)O
"Carbazepine-10,11-epoxide",90,-2.76,1.26,252.27,58.860001,0,0,1.26,1.26,1,2,3,163.25999,227.25999,3.2876742,1.5876,1.5876,63640.156,c1ccc2c(c1)[C@@H]3[C@@H](O3)c4ccccc4N2C(=O)N
Pyrazinamide,90,-0.023399999,-0.37,123.11,68.870003,1,0,-0.37,-0.37,1,3,4,70.650002,131.33,2.3975661,0.13690001,0.13690001,15156.072,c1cnc(cn1)C(=O)N
Diprophylline,90,-0.19,-1.1,254.24001,98.900002,5,0,-1.1,-1.1,2,5,7,157.77,257.17001,3.4898469,1.21,1.21,64637.98,Cn1c2c(c(=O)n(c1=O)C)n(cn2)C[C@@H](CO)O
Phenytoin,90,-3.27,2.27,252.27,58.200001,2,0,2.26,2.25,2,2,4,159.14999,228.58,3.3095737,5.1528997,5.1075997,63640.156,c1ccc(cc1)C2(C(=O)NNC2=O)c3ccccc3
Phenylbutazone,90,-4.3099999,3.9000001,308.37,40.619999,5,0,3.9000001,3.9000001,0,3,3,207.85001,295.75,4.025198,15.210001,15.210001,95092.055,CCCC[C@H]1C(=O)C(=O)N(N1c2ccccc2)c3ccccc3
Pregabalin,90,-0.88999999,1.12,159.23,63.32,6,0,-1.38,-1.38,2,3,5,119.36,188.28,2.8664401,1.9320999,1.9044,25354.191,CC(C)C[C@@H](CC(=O)O)CN
Mefenamic acid,90,-4.3099999,5.3299999,241.28999,49.330002,3,1,2.9100001,2.3699999,2,3,5,165.32001,242.63,3.7059827,14.5924,8.4681005,58220.859,Cc1cccc(c1C)Nc2ccccc2C(=O)O
Acipimox,90,0.43000001,-1.38,154.12,75.650002,1,0,-4.46,-4.52,1,4,5,92.260002,157.22,2.7385426,16.9744,19.8916,23752.973,Cc1cnc(c[n+]1[O-])C(=O)O
Droxidopa,90,0.56999999,-0.94999999,213.19,124.01,7,1,-3.45,-3.46,5,6,11,129.99001,211.88,2.9330401,11.9025,11.9025,45449.977,c1cc(c(cc1[C@@H]([C@H](C(=O)O)N)O)O)O
Bumetanide,90,-4.7199998,2.78,364.42001,127.1,8,0,0.34,-0.19,3,6,9,225.35001,343.26001,4.0913663,1.4884001,0.1156,132801.95,CCCCNc1cc(cc(c1Oc2ccccc2)S(=O)(=O)N)C(=O)O
Sulfadiazine,90,-2.3099999,-0.12,250.28,106.35,2,0,-0.23999999,-0.66000003,2,5,7,145.08,228.25999,3.946465,0.016899999,0.057599999,62640.078,c1cnc(nc1)NS(=O)(=O)c2ccc(cc2)N
Cephalexin,90,-3.48,0.64999998,347.39001,138.03,5,0,-2.1199999,-2.6700001,3,6,9,218.83,323.39999,4.4501119,3.3489001,4.4943995,120679.82,CC1=C(N2[C@H]([C@@H](C2=O)NC(=O)[C@@H](c3ccccc3)N)SC1)C(=O)O
Cefprozil,90,-3.1900001,0.061299998,389.42999,158.25999,7,1,-2.7,-3.23,4,7,11,248.67,364.59,4.6379986,5.9536004,7.2900004,151655.72,C/C=C/C1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](c3ccc(cc3)O)N)SC1)C(=O)O
Tiaprofenic acid,90,-3.5,2.4200001,260.31,82.610001,4,0,-0.0103,-0.79000002,1,3,4,169.44,247.83,4.1012168,0.92159998,0.00010609,67761.297,C[C@@H](c1ccc(s1)C(=O)c2ccccc2)C(=O)O
Tiagabine,90,-4.8600001,5.6799998,375.54999,97.019997,6,1,3.1800001,3.1700001,1,3,4,271.64999,367.14999,4.5311275,10.1124,10.1124,141037.8,Cc1ccsc1C(=CCC[N@@]2CCC[C@@H](C2)C(=O)O)c3c(ccs3)C
Temazepam,91,-3.0699999,2.2,300.73999,52.900002,2,0,2.2,2.2,1,3,4,192.07001,280.75,3.5633457,4.8400002,4.8400002,90444.539,CN1c2ccc(cc2C(=N[C@@H](C1=O)O)c3ccccc3)Cl
Clorazepate,91,-3.28,3.7,332.73999,102.15,4,0,0.37,0.032699998,4,6,10,201.34,299.26999,3.6395469,1.21,0.13690001,110715.9,c1ccc(cc1)C2=N[C@H](C(Nc3c2cc(cc3)Cl)(O)O)C(=O)O
Trovafloxacin,91,-3.5699999,1.08,416.35001,99.760002,4,0,-0.75999999,-0.97000003,2,7,9,243.52,350.17999,4.4394097,0.92159998,0.5776,173347.33,c1cc(c(cc1F)F)n2cc(c(=O)c3c2nc(c(c3)F)N4C[C@@H]5[C@H](C4)C5N)C(=O)O
Fusidic_acid,91,-6.96,6.4099998,516.71002,104.06,8,2,3.99,3.21,3,6,9,383.13,534.67999,4.7994962,24.601601,15.9201,266989.25,C[C@H]1[C@@H]2CC[C@]3([C@@H]([C@]2(CC[C@H]1O)C)[C@@H](C[C@@H]\4[C@@]3(C[C@@H](/C4=C(/CCC=C(C)C)\C(=O)O)OC(=O)C)C)O)C
Ifosfamide,92,-0.81,0.23,261.09,51.380001,4,0,0.23,0.23,1,2,3,162.92,234.28,3.0195982,0.052900001,0.052900001,68167.984,C1C[N@]([P@@](=O)(OC1)NCCCl)CCCl
Sparfloxacin,92,-5.29,2.9000001,392.39999,98.900002,4,0,1.11,1.13,3,7,10,251.41,356.14999,4.481164,0.37210003,1.2321,153977.75,C[C@@H]1CN(C[C@@H](N1)C)c2c(c(c3c(c2F)n(cc(c3=O)C(=O)O)C4CC4)N)F
Flurbiprofen,92,-3.79,3.6300001,244.25999,37.299999,3,0,1.4299999,0.61000001,1,2,3,157.77,233.94,3.8682828,5.7600002,2.0448999,59662.945,C[C@H](c1ccc(cc1)c2cccc(c2)F)C(=O)O
Methadone,92,-3.78,4.1999998,309.45001,20.309999,7,0,1.76,2.5599999,0,2,2,230.83,334.20999,3.7091267,1.5129,3.0976,95759.313,CCC(=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c2ccccc2
Primidone,92,-2.21,0.40000001,218.25,58.200001,2,0,0.40000001,0.40000001,2,2,4,146.8,215.08,3.0194185,0.16000001,0.16000001,47633.063,CCC1(C(=O)NCNC1=O)c2ccccc2
Piretanide,92,-3.9200001,1.84,362.39999,118.31,5,0,-0.51999998,-1.09,2,6,8,221.23,327.32001,3.8847926,0.1444,0.27039999,131333.75,c1ccc(cc1)Oc2c(cc(cc2S(=O)(=O)N)C(=O)O)N3CCCC3
Suprofen,92,-3.5,2.4200001,260.31,82.610001,4,0,0.14,-0.67000002,1,3,4,167.38,248.2,3.4626033,1.2321,0.0196,67761.297,C[C@@H](c1cccc(c1)C(=O)c2cccs2)C(=O)O
Trientine,92.5,0.82999998,-2.1800001,146.23,76.099998,9,1,-6.5100002,-6.2399998,4,4,8,110.1,181.78999,3.8666251,49,42.380104,21383.211,C(CNCCNCCN)N
Estazolam,93,-4.54,3.25,294.73999,43.07,1,0,3.25,3.25,0,3,3,181.78,265.79001,3.528301,10.5625,10.5625,86871.664,c1ccc(cc1)C2=NCc3nncn3-c4c2cc(cc4)Cl
Lorazepam,93,-3.5599999,2.47,321.16,61.689999,2,0,2.47,2.47,2,3,5,195.5,281.69,3.4638138,6.1009002,6.1009002,103143.75,c1ccc(c(c1)C2=N[C@@H](C(=O)Nc3c2cc(cc3)Cl)O)Cl
Emtricitabine,93,-1.37,-1,229.21001,88.150002,3,0,-1,-1,2,5,7,138.22,214.16,3.3360863,1,1,52537.227,c1c(c(nc(=O)n1[C@@H]2CC[C@@H](O2)CO)N)F
Midodrine,93,-0.31999999,-0.66000003,254.28,93.809998,8,0,-1.35,-0.83999997,3,5,8,175.95,270.26999,4.0953064,5.0625,1.8225001,64658.316,COc1ccc(c(c1)[C@@H](CNC(=O)CN)O)OC
Penbutolol,93,-3.1700001,4.1700001,291.42999,41.490002,8,0,1.5700001,2.3299999,2,3,5,219.50999,312.19,4.7558804,1.3455999,2.4649003,84931.438,CC(C)(C)NC[C@@H](COc1ccccc1C2CCCC2)O
Warfarin,93,-4.0599999,3.4200001,308.32999,63.599998,5,0,1.4299999,0.61000001,1,4,5,200.31,291.14999,3.9073546,5.6644006,2.0448999,95067.383,CC(=O)C[C@H](c1ccccc1)c2c(c3ccccc3oc2=O)O
Gestodene,93,-4.52,3.6600001,310.42999,37.299999,2,0,3.6600001,3.6600001,1,2,3,226.03,296.35999,3.6196761,13.3956,13.3956,96366.781,CC[C@@]12CC[C@H]3[C@H](C1C=C[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
Ethosuximide,93,-0.54000002,0.38,141.17,46.169998,1,0,0.38,0.38,1,2,3,99.120003,151.46001,2.3677716,0.1444,0.1444,19928.969,CC[C@]1(CC(=O)NC1=O)C
Amrinone,93,-1.23,-0.54000002,187.2,68.010002,2,0,-0.61000001,-0.55000001,2,3,5,118.67,184.46001,3.1496441,0.92159998,0.37210003,35043.84,c1cnccc1c2cc(c(=O)[nH]c2)N
Nevirapine,93,-3.0799999,2.3099999,265.31,45.23,1,0,2.3099999,2.3099999,1,3,4,174.58,242.89,3.5417764,5.29,5.3360996,70389.398,Cc1cccc2c1NC(=O)c3cccnc3N2C4CC4
Doxycycline,93,-3.8599999,-0.54000002,444.42999,181.62,7,2,-3.1400001,-3.48,6,9,15,280.91,420.79999,4.0616636,9.4249001,9.859601,197518.02,C[C@H]1c2cccc(c2C(=O)C3=C([C@@]4([C@H]([C@@H]([C@@H]13)O)[C@H](C(=C(C4=O)C(=O)N)O)N(C)C)O)O)O
Rofecoxib,93,-3.0899999,1.34,314.35999,68.82,3,0,1.34,1.34,0,4,4,194.13,281.13,3.8657398,1.7956001,1.7956001,98822.203,CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)OC2)c3ccccc3
Dapsone,93,-2.9000001,1.38,249.28999,88.769997,4,0,1.2,0.67000002,2,4,6,147.14,224.60001,3.6143875,1.8496001,1.4400001,62145.5,c1cc(ccc1N)S(=O)(=O)c2ccc(cc2)O
Amoxicillin,93,-2.1600001,0.61000001,365.39999,158.25999,6,1,-2.2,-2.73,4,7,11,229.8,345.79999,4.4754086,3.6863999,4.8400002,133517.16,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@H](c3ccc(cc3)O)N)C(=O)O)C
Methimazole,93,-0.36000001,-0.34,114.17,47.360001,0,0,-0.34,-0.34,1,1,2,73.400002,115.33,2.146229,0.1156,0.1156,13034.788,Cn1cc[nH]c1=S
Pramipexole,93,-1.9,1.42,211.33,79.18,3,0,-1.3099999,-0.52999997,2,3,5,154.34,214.71001,3.4114356,3.8809001,1.7160999,44660.371,CCCN[C@H]1CCc2c(sc(n2)N)C1
Pirazolac,93.5,-4.3600001,3.98,330.73999,55.119999,4,0,1.65,0.85000002,1,3,4,201.67999,295.64999,4.1199121,6.8120995,2.7224998,109388.94,c1cc(ccc1c2cn(nc2CC(=O)O)c3ccc(cc3)F)Cl
Loracarbef,94,-2.0699999,-0.55000001,335.79001,95.660004,6,0,-3.05,-3.0599999,3,5,8,210.60001,310.10001,4.2864518,9.3635998,9.3024998,112754.93,c1ccc(cc1)[C@H](CN[C@H]2[C@H]3CCC(=C(N3C2=O)C(=O)O)Cl)N
Reboxetine,94,-2.97,2.8199999,313.39001,39.720001,6,0,0.95999998,1.8,1,4,5,222.25999,305.17001,3.8748217,0.022500001,0.92159998,98213.305,CCOc1ccccc1O[C@H](c2ccccc2)[C@H]3CNCCO3
Dienogest,94,-3.48,1.96,311.42001,61.09,2,0,1.96,1.96,1,3,4,223.97,307.20001,3.8069005,3.8416002,3.8416002,96982.422,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(CC#N)O
Norgestrel,94,-4.5500002,3.7,310.42999,37.299999,2,0,3.7,3.7,1,2,3,223.28999,295.26001,3.7342713,13.690001,13.690001,96366.781,CC[C@]12C=C[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
Cephradine,94,-3.52,0.98000002,349.39999,138.03,5,0,-1.62,-2.02,3,6,9,223.28999,327.79001,4.3626218,2.3104,2.6243999,122080.36,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@H](C3=CCC=CC3)N)SC1)C(=O)O
Cinolazepam,95,-3.8900001,1.7,357.76999,76.690002,4,0,1.7,1.7,1,4,5,215.74001,331.22,3.8370528,2.8900001,2.8900001,127999.37,c1ccc(c(c1)C2=N[C@@H](C(=O)N(c3c2cc(cc3)Cl)CCC#N)O)F
Chlorpropamide,95,-3.03,2.3,276.73999,83.650002,3,0,0.41999999,0.31999999,2,3,5,165.66,251.78999,4.17027,0.84640002,0.17639999,76585.023,CCCNC(=O)NS(=O)(=O)c1ccc(cc1)Cl
Clonidine,95,-2.76,1.54,230.09,36.419998,1,0,0.37,1.0700001,2,3,5,141.64999,203.61,3.1687272,0.0625,0.13690001,52941.406,c1cc(c(c(c1)Cl)N=C2NCCN2)Cl
Temafloxacin,95,-4.8499999,3.3699999,417.38,72.879997,3,0,1.17,1.1900001,2,6,8,251.07001,365.75,4.5158024,0.6724,1.3688999,174206.06,C[C@H]1CN(CCN1)c2cc3c(cc2F)c(=O)c(cn3c4ccc(cc4F)F)C(=O)O
Digitoxin,95,-4.04,2.4400001,764.94,182.83,12,3,2.4400001,2.4400001,5,13,18,532.33002,715.89001,6.5217319,5.9536004,5.9536004,585133.19,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)O)O
Oxcarbazepine,95,-2.1900001,0.0276,251.28,70.18,0,0,-1.29,-0.57999998,2,2,4,161.2,243.63,3.3065548,3.3489001,1.6640999,63141.637,[H]/N=C\1/Cc2ccccc2N(c3c1cccc3)C(=O)N
Tolmetin,95,-2.5899999,1.55,257.28,59.299999,4,0,-0.72000003,-1.52,1,3,4,172.52,261.45999,4.1364512,0.0625,0.51840001,66193,Cc1ccc(cc1)C(=O)c2ccc(n2C)CC(=O)O
Hexobarbital,95,-2.1800001,1.04,236.27,69.970001,1,0,-2.22,-2.4200001,1,4,5,162.58,238.28999,3.0642314,2.3715999,4.9284,55823.516,CC1(C(=O)N=C(N(C1=O)C)O)C2=CCCCC2
Amobarbital,95,-2.29,1.79,226.27,82.25,4,0,-1.71,-1.72,2,5,7,161.55,243.78999,3.267092,2.7888999,2.9241002,51198.113,CC[C@]1(C(=NC(=NC1=O)O)O)CCC(C)C
Phenylpropanolamine,95,-0.63,0.81,151.21001,46.25,4,0,-1.8099999,-1.0700001,2,2,4,108.73,166.00999,2.7106447,4.8841,3.2760997,22864.467,C[C@@H]([C@@H](c1ccccc1)O)N
Glipizide,95,-3.27,2.01,445.54001,138.53,6,0,0.58999997,0.14,3,6,9,284.67999,420.64999,6.6182852,1.9044,0.34809998,198505.91,Cc1cnc(cn1)C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3
Sotalol,95,-0.83999997,0.94,302.39001,96.040001,8,0,-1.65,-0.89999998,3,5,8,203.39,299.94,3.7533538,4.2848997,2.7224998,91439.719,CC(C)NC[C@@H](COc1cccc(c1)NS(=O)(=O)C)O
Cefadroxil,95,-3.05,-0.086300001,363.39001,158.25999,6,1,-2.8299999,-3.3699999,4,7,11,222.60001,336.70999,4.5739341,6.6048999,8.0088997,132052.3,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@H](c3ccc(cc3)O)N)SC1)C(=O)O
Minoxidil,95,-0.52999997,-2.1900001,194.23,67.610001,1,0,-2.1900001,-2.1900001,1,4,5,130.67999,198.17999,3.1853933,5.1075997,4.7961001,37725.293,c1c[n+](c(nc1N2CCCCC2)N)[O-]
Posaconazole,96,-4.9499998,2.25,700.78003,111.79,13,2,1.77,2.1500001,1,9,10,462.01999,649.41998,9.3870306,0.90249997,3.1329,491092.66,CC[C@@H]([C@H](C)O)n1c(=O)n(cn1)c2ccc(cc2)N3CCN(CC3)c4ccc(cc4)OC[C@H]5C[C@](OC5)(Cn6cncn6)c7ccc(cc7F)F
Gatifloxacin,96,-4.1300001,1.51,375.39001,82.110001,4,0,-0.79000002,-0.77999997,2,7,9,249.7,344.95999,4.1946421,1.2544,0.62410003,140917.66,C[C@@H]1CN(CCN1)c2c(cc3c(c2OC)n(cc(c3=O)C(=O)O)C4CC4)F
Primaquine,96,-3.1400001,2.6700001,259.35001,60.169998,7,0,-0.36000001,-0.050500002,2,4,6,183.5,274.20001,4.0897684,0.21160001,0.1296,67262.422,C[C@H](CCCN)Nc1cc(cc2c1nccc2)OC
Theophylline,96,-1.28,-0.17,180.16,69.300003,0,0,-0.18000001,-0.2,1,3,4,111.81,180.89999,2.8033419,0.032400001,0.032400001,32457.627,Cn1c2c(c(=O)n(c1=O)C)[nH]cn2
Temozolomide,96,-1.39,-2.3900001,194.14999,116.8,1,0,-2.7,-3.3299999,2,5,7,111.13,186.5,3.0094841,5.9049006,7.2900004,37694.219,Cn1c(=O)c2c(c(n[nH]2)C(=O)N)nn1
Nalidixic Acid,96,-2.8699999,1,232.24001,70.5,2,0,-0.2,-0.68000001,1,5,6,152.97,230.56,3.4712777,0.0058522499,0.040000003,53935.422,CCn1cc(c(=O)c2c1nc(cc2)C)C(=O)O
Dofetilide,96,-2.04,1.5599999,441.56,121.57,9,0,-0.18000001,0.64999998,2,6,8,284.67999,416.48001,6.1618333,1.0609,0.032400001,194975.23,C[N@](CCc1ccc(cc1)NS(=O)(=O)C)CCOc2ccc(cc2)NS(=O)(=O)C
Trapidil,96,-2.4300001,1.45,205.25999,46.32,3,0,1.45,1.45,0,4,4,145.77,219.19,3.1823738,2.1025002,2.1025002,42131.664,CCN(CC)c1cc(nc2n1ncn2)C
Sulfisoxazole,96,-2.79,1.0700001,283.37,121.7,3,0,1.01,0.98000002,2,4,6,174.58,262.78,3.9117835,0.84640002,1.0201,80298.555,Cc1c(nsc1NS(=O)(=O)c2ccc(cc2)N)C
Oxazepam,97,-2.99,2.3099999,286.70999,61.689999,2,0,2.3099999,2.3099999,2,3,5,176.64,258.64999,3.4210768,5.3360996,5.3360996,82202.617,c1ccc(cc1)C2=N[C@H](C(=O)Nc3c2cc(cc3)Cl)O
Oxandrolone,97,-3.74,3.3299999,306.44,46.529999,1,0,3.3299999,3.3299999,1,3,4,227.75,303.54999,3.6041415,11.0889,11.0889,93905.477,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(COC(=O)C4)C
Proxyphylline,97,-0.5,-0.2,238.24001,78.669998,3,0,-0.2,-0.2,1,4,5,155.72,245.21001,3.4033949,0.040000003,0.040000003,56758.301,C[C@@H](Cn1cnc2c1c(=O)n(c(=O)n2C)C)O
Cotinine,97,-0.69,-0.23,176.22,33.200001,1,0,-0.23,-0.23,0,2,2,119.36,179.60001,2.8417225,0.084099993,0.052900001,31053.488,CN1[C@@H](CCC1=O)c2cccnc2
Palonosetron,97,-3.3299999,2.6099999,296.41,23.549999,1,0,0.047699999,0.81,0,2,2,210.25,272.17999,3.8610432,0.15209998,0.00227529,87858.891,c1cc2c3c(c1)C(=O)N(C[C@H]3CCC2)[C@@H]4CN5CCC4CC5
Phenindione,97,-4.0900002,2.75,222.24001,34.139999,1,0,2.72,2.5799999,0,2,2,144.39999,203.56,3.4477837,7.5075998,7.3984003,49390.621,c1ccc(cc1)C2C(=O)c3ccccc3C2=O
Minocycline,97,-4.3200002,-0.55000001,457.48001,164.63,7,2,-3.1199999,-3.3699999,5,9,14,301.82999,445.60001,4.2418594,9.9225006,9.7343988,209287.95,CN(C)c1ccc(c2c1C[C@H]3C[C@H]4[C@@H](C(=C(C(=O)[C@]4(C(=C3C2=O)O)O)C(=O)N)O)N(C)C)O
Miglustat,97,-0.33000001,0.46000001,219.28,84.160004,8,0,-0.058200002,0.34999999,4,5,9,157.09,232.17999,3.4148953,0.82810003,0.0033872402,48083.719,CCCC[N@@]1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O
Gliclazide,97,-3.51,1.5599999,323.41,86.889999,2,0,-0.2,-0.40000001,2,4,6,206.48,289.45999,4.7900238,0.1681,0.040000003,104594.03,Cc1ccc(cc1)S(=O)(=O)NC(=O)NN2C[C@H]3CCC[C@H]3C2
Treosulfan,97,-1.39,-1.64,278.29999,143.96001,9,0,-1.64,-1.64,2,8,10,162.92,252.06,3.3759604,2.6896,2.6896,77450.883,CS(=O)(=O)OC[C@H]([C@H](COS(=O)(=O)C)O)O
Lamotrigine,97.599998,-2.4100001,-0.19,256.09,90.709999,1,0,-0.22,-0.19,2,5,7,151.94,236.75,3.3151314,0.1936,0.0484,65582.086,c1cc(c(c(c1)Cl)Cl)c2c(nc(nn2)N)N
Clonazepam,98,-4.1199999,2.3399999,315.70999,87.279999,2,0,2.3399999,2.3399999,1,4,5,188.3,285.97,3.5108919,5.4755998,5.4755998,99672.797,c1ccc(c(c1)C2=NCC(=O)Nc3c2cc(cc3)[N+](=O)[O-])Cl
Trimethoprim,98,-2.6900001,0.79000002,290.32001,105.51,5,0,0.0146,0.57999998,2,7,9,197.22,306.26001,3.9273319,0.7396,0.00021316,84285.703,COc1cc(cc(c1OC)OC)Cc2cnc(nc2N)N
Gemfibrozil,98,-3.54,4.3899999,250.33,46.529999,6,0,2.6400001,1.77,1,3,4,187.62,278.44,4.2674642,12.7449,6.9696007,62665.109,Cc1ccc(c(c1)OCCCC(C)(C)C(=O)O)C
Imatinib,98,-4.3200002,2.48,493.60001,86.279999,6,0,0.94999999,1.76,2,7,9,335.10999,486.54001,7.3566232,0.00227529,0.90249997,243640.97,Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)NC(=O)c4ccc(cc4)CN5CCN(CC5)C
Caffeine,98,-0.56,-0.13,194.19,58.439999,0,0,-0.13,-0.13,0,3,3,129.31,200.95,3.0069354,0.016899999,0.016899999,37709.758,Cn1cnc2c1c(=O)n(c(=O)n2C)C
Tinidazole,98,-1.83,-0.27000001,247.27,106.16,5,0,-0.27000001,-0.27000001,0,5,5,151.25999,242.67,3.2794576,0.072900005,0.072900005,61142.453,CCS(=O)(=O)CCn1c(ncc1[N+](=O)[O-])C
Oxaprozin,98,-4.27,4.1900001,293.32001,63.330002,5,0,1.9299999,1.12,1,3,4,191.39,282.01001,4.1592999,8.4100008,3.7248998,86036.625,c1ccc(cc1)c2c(oc(n2)CCC(=O)O)c3ccccc3
Ciprofibrate,99,-3.3599999,2.8699999,289.14999,46.529999,4,0,-0.22,-0.72000003,1,3,4,187.96001,267.45001,3.7465367,0.4761,0.0484,83607.719,CC(C)(C(=O)O)Oc1ccc(cc1)[C@@H]2CC2(Cl)Cl
Chlordiazepoxide,99,-0.67000002,2.3599999,299.75,53.139999,1,0,2.3599999,2.3599999,1,3,4,193.10001,286.66,3.7053721,5.5695996,5.5695996,89850.063,CNC1=Nc2ccc(cc2C(=[N+](C1)[O-])c3ccccc3)Cl
Azelastine,99,-4.6500001,3.6900001,383.91,35.580002,3,0,0.95999998,1.65,1,3,4,264.10001,361.59,4.6349163,0.40959999,0.92159998,147386.89,C[N@]1CCC[C@H](CC1)N2C(=O)c3ccccc3[C@H](N2)Cc4ccc(cc4)Cl
Bezafibrate,99,-3.3099999,2.6900001,327.37,75.629997,7,0,-0.41,-0.89999998,2,4,6,222.94,329.54999,5.3594518,0.24010001,0.1681,107171.12,CC(C)(C(=O)O)Oc1ccc(cc1)CCNC(=O)c2ccccc2
Naproxen,99,-3.3399999,3,230.25999,46.529999,3,0,1.34,0.47,1,3,4,156.39999,230.05,3.9090631,5.1075997,1.7956001,53019.664,C[C@@H](c1ccc2cc(ccc2c1)OC)C(=O)O
Fluorescein,99,-4.9000001,2.98,332.31,75.989998,2,0,2.98,2.95,2,5,7,197.91,282.03,3.7469616,8.8803997,8.8803997,110429.94,c1ccc2c(c1)C(=O)OC23c4ccc(cc4Oc5c3ccc(c5)O)O
Dextromoramide,99,-3.8499999,3.79,392.53,32.779999,6,0,3.0799999,3.6099999,0,3,3,285.03,390.51001,4.0432525,4.7089005,9.4863997,154079.8,C[C@H](CN1CCOCC1)C(c2ccccc2)(c3ccccc3)C(=O)N4CCCC4
Isosorbide-2-monoitrate,99,-0.38,-0.50999999,191.14,93.739998,3,0,-0.50999999,-0.50999999,1,6,7,109.75,167.31,2.5718167,0.26009998,0.26009998,36534.5,C1[C@H]([C@@H]2[C@H](O1)[C@H](CO2)O[N+](=O)[O-])O
Dextrose,99,0.51999998,-1.88,180.16,110.38,6,1,-1.88,-1.88,5,6,11,111.47,174.53999,2.4249141,3.5344,3.5344,32457.627,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)O
Practolol,99,-0.97000003,0.44999999,236.31,61.360001,6,0,-2.25,-1.54,3,3,6,171.14999,254.41,3.9732237,6.7080994,5.0625,55842.414,CC(C)NC[C@@H](c1ccc(cc1)NC(=O)C)O
Metronidazole,99,-0.69999999,-0.0133,171.14999,83.870003,4,0,-0.0134,-0.0133,1,4,5,103.24,180.58,2.6105595,0.00019320998,0.00017955998,29292.32,Cc1ncc(n1CCO)[N+](=O)[O-]
Salicylic_acid,99,-1.35,2.0599999,138.12,57.529999,2,0,-1.0700001,-1.09,2,3,5,83.690002,135.60001,2.455627,0.86489999,1.1449001,19077.133,c1ccc(c(c1)C(=O)O)O
Piroxicam,99,-3.0899999,1.71,331.35001,107.98,2,0,-0.34999999,-1.15,2,5,7,196.53,294.98001,3.7235482,0.36000001,0.12249999,109792.83,C[N@@]1C(=C(c2ccccc2S1(=O)=O)O)C(=O)Nc3ccccn3
Biotin,99,-3.3599999,0.11,244.31,103.73,5,0,-1.65,-2.52,3,4,7,156.75,225.36,3.2957036,0.51840001,2.7224998,59687.375,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2
Rosiglitazone,99,-4.1100001,2.5599999,357.42999,96.830002,7,0,1.89,1.47,1,6,7,232.21001,337.56,4.7698727,2.25,3.5720999,127756.2,CN(CCOc1ccc(cc1)C[C@H]2C(=O)NC(=O)S2)c3ccccn3
Thiocyanate,99,-4.5900002,4.4699998,185.24001,44.450001,1,0,4.4699998,4.4699998,0,2,2,116.27,174.78999,2.8660309,19.980898,19.980898,34313.859,c1ccc2c(c1)cccc2N=C=S
Pheniramine,99,-2.3900001,2.79,240.34,16.129999,5,0,0.0098299999,0.67000002,0,2,2,176.3,258.42999,3.6841562,0.078400001,9.6628901E-05,57763.313,CN(C)CC[C@@H](c1ccccc1)c2ccccn2
Acetazolamide,99,-1.89,-0.25999999,222.25,151.66,1,0,-0.28999999,-0.47999999,2,5,7,122.79,198.46001,3.5079064,0.067599997,0.084099993,49395.063,CC(=O)Nc1nnc(s1)S(=O)(=O)N
